,Company_name,Rank
1747,BRAHMAPUTRA INFRASTRUCTURE LIMITED,Rank 3
1748,SIGNET INDUSTRIES LIMITED,Rank 3
1749,DYNAMIC CABLES LIMITED,Rank 3
1750,BAL PHARMA LTD.,Rank 3
1751,BILCARE LTD.,Rank 3
1752,MUNOTH CAPITAL MARKET LTD,Rank 3
1753,INDIA HOME LOAN LIMITED,Rank 3
1754,RAJOO ENGINEERS LTD.,Rank 3
1755,BHAKTI GEMS AND JEWELLERY LIMITED,Rank 3
1756,BHAGYANAGAR INDIA LIMITED,Rank 3
1757,P.G.FOILS LTD.,Rank 3
1758,INSILCO LTD,Rank 3
1759,ARROW GREENTECH LIMITED,Rank 3
1760,GINNI FILAMENTS LTD.,Rank 3
1761,RAMA STEEL TUBES LIMITED,Rank 3
1762,CORAL LABORATORIES LTD.,Rank 3
1763,PRESHA METALLURGICAL LTD,Rank 3
1764,COMPUCOM SOFTWARE LT.,Rank 3
1765,MINDTECK (INDIA) LTD,Rank 3
1766,STARCOM INFORMATION TECHNOLOGY LTD,Rank 3
1767,HEXA TRADEX LIMITED,Rank 3
1768,"ICDS LTD.,",Rank 3
1769,THE BYKE HOSPITALITY    LTD,Rank 3
1770,ISMT LIMITED,Rank 3
1771,COMMERCIAL SYN BAGS LIMITED,Rank 3
1772,COROMANDEL ENGINEERING COMPANY LIMITED,Rank 3
1773,LIBAS DESIGNS LTD.,Rank 3
1774,PRISMX GLOBAL VENTURES LIMITED,Rank 3
1775,SPS FINQUEST LIMITED,Rank 3
1776,KWALITY LIMITED,Rank 3
1777,ZODIAC VENTURES LIMITED,Rank 3
1778,GILLANDERS ARBUTHNOT & CO. LTD.,Rank 3
1779,MARAL OVERSEAS LTD.,Rank 3
1780,VIKRAM THERMO (INDIA) LTD.,Rank 3
1781,SRESTHA FINVEST LIMITED,Rank 3
1782,MERCANTILE VENTURES LIMITED,Rank 3
1783,VIP CLOTHING LIMITED,Rank 3
1784,"GAMMON INDIA LTD.,",Rank 3
1785,"CAPRIHANS INDIA LTD.,",Rank 3
1786,JAMES WARREN TEA LIMITED,Rank 3
1787,"TCI INDUSTRIES LTD.,",Rank 3
1788,SICAGEN INDIA LIMITED,Rank 3
1789,AGI INFRA LIMITED,Rank 3
1790,DCM NOUVELLE LIMITED,Rank 3
1791,"SHREEOM TRADES LTD.,",Rank 3
1792,DAMODAR INDUSTRIES LIMITED,Rank 3
1793,MRO-TEK REALTY LIMITED,Rank 3
1794,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,Rank 3
1795,SHUBHAM POLYSPIN LIMITED,Rank 3
1796,ANAND RAYONS LIMITED,Rank 3
1797,INTEC CAPITAL LIMITED,Rank 3
1798,WANBURY LIMITED,Rank 3
1799,WARREN TEA LTD.,Rank 3
1800,TOYAM INDUSTRIES LIMITED,Rank 3
1801,"PUNCTUAL TRADING LTD.,",Rank 3
1802,KINGS INFRA VENTURES LIMITED,Rank 3
1803,METROGLOBAL LIMITED,Rank 3
1804,SNL BEARINGS LTD.,Rank 3
1805,PATELS AIRTEMP (I) LTD.,Rank 3
1806,"SHRI DINESH MILLS LTD.,",Rank 3
1807,TULIVE DEVELOPERS LIMITED,Rank 3
1808,SUCHITRA FINANCE & TRADING COMPANY LIMITED,Rank 3
1809,"LYKA LABS LTD.,",Rank 3
1810,INFLAME APPLIANCES LIMITED,Rank 3
1811,"DEEPAK SPINNERS LTD.,",Rank 3
1812,ARYAMAN FINANCIAL SERVICES LTD.,Rank 3
1813,GEEKAY WIRES LTD.,Rank 3
1814,SHREE SHALEEN TEXTILES LIMITED,Rank 3
1815,NIKHIL ADHESIVES LTD.,Rank 3
1816,GLOBUS CONSTRUCTORS & DEVELOPERS LIMITED,Rank 3
1817,MSR INDIA LIMITED,Rank 3
1818,KEMP & COMPANY LIMITED,Rank 3
1819,K.P.I. GLOBAL INFRASTRUCTURE LIMITED,Rank 3
1820,SURANA TELECOM AND POWER LIMITED,Rank 3
1821,"BAJAJ STEEL INDUSTRIES LTD.,",Rank 3
1822,LLOYDS STEELS INDUSTRIES LIMITED,Rank 3
1823,MALU PAPER MILLS LIMITED,Rank 3
1824,KOTHARI FERMANATATION & BIOCHEM LTD,Rank 3
1825,N. E. ELECTRONICS LIMITED,Rank 3
1826,GSS INFOTECH LTD,Rank 3
1827,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,Rank 3
1828,SUPER CROP SAFE LTD.,Rank 3
1829,VAISHALI PHARMA LTD.,Rank 3
1830,KERALA AYURVEDA LIMITED,Rank 3
1831,LIKHAMI CONSULTING LIMITED,Rank 3
1832,AUTOLINE INDUSTRIES LTD.,Rank 3
1833,NAGA DHUNSERI GROUP LTD.,Rank 3
1834,HOV SERVICES LIMITED,Rank 3
1835,SYSTEMATIX CORPORATE SERVICES LTD.,Rank 3
1836,SHARAT INDUSTRIES LTD.,Rank 3
1837,PARSOLI CORPORATION LTD.,Rank 3
1838,DIAMOND INFOSYSTEMS LTD,Rank 3
1839,7NR RETAIL LIMITED,Rank 3
1840,OCEANIC FOODS LIMITED,Rank 3
1841,SHALIMAR PRODUCTIONS LTD.,Rank 3
1842,BHARAT IMMUNOLOGICALS & BIOLOGICALS,Rank 3
1843,KALYANI FORGE LTD.,Rank 3
1844,CMI LIMITED,Rank 3
1845,"FLEX FOODS LTD.,",Rank 3
1846,RESONANCE SPECIALTIES LIMITED,Rank 3
1847,AJANTA SOYA LIMITED,Rank 3
1848,FERVENT SYNERGIES LIMITED,Rank 3
1849,TAAL ENTERPRISES LIMITED,Rank 3
1850,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD,Rank 3
1851,CORDS CABLE INDUSTRIES LIMITED,Rank 3
1852,VISA STEEL LIMITED,Rank 3
1853,SOUTH WEST PINNACLE EXPLORATION LTD.,Rank 3
1854,SURAJ LTD.,Rank 3
1855,GAUTAM GEMS LIMITED,Rank 3
1856,IL&FS TRANSPORTATION NETWORKS LIMITED,Rank 3
1857,SHRIRAM ASSET MANAGEMENT CO.LTD.,Rank 3
1858,SOFTSOL INDIA LIMITED.,Rank 3
1859,MANOMAY TEX INDIA LIMITED,Rank 3
1860,THAKKER'S DEVELOPERS LTD.,Rank 3
1861,CIMMCO LTD,Rank 3
1862,PRIMA PLASTICS LTD.,Rank 3
1863,VISESH INFOTECNICS LTD.,Rank 3
1864,KEMISTAR CORPORATION LIMITED,Rank 3
1865,LAKHANI INDIA LTD.,Rank 3
1866,ORCHID PHARMA LIMITED,Rank 3
1867,ABHINAV CAPITAL SERVICES LIMITED,Rank 3
1868,INTENSE TECHNOLOGIES,Rank 3
1869,ATLANTA LIMITED,Rank 3
1870,R&B DENIMS LIMITED,Rank 3
1871,DENIS CHEM LAB LIMITED,Rank 3
1872,BENARA BEARINGS AND PISTONS LIMITED,Rank 3
1873,MISHKA EXIM LIMITED,Rank 3
1874,BIGBLOC CONSTRUCTION LIMITED,Rank 3
1875,KESAR PETROPRODUCTS LTD,Rank 3
1876,ARCHIDPLY INDUSTRIES LIMITED,Rank 3
1877,INTERNATIONAL TRAVEL HOUSE LTD,Rank 3
1878,PREMIER POLYFILM LTD.,Rank 3
1879,MCLEOD RUSSEL INDIA LIMITED,Rank 3
1880,SAVERA INDUSTRIES LTD.,Rank 3
1881,PRESSMAN ADVERTISING LIMITED,Rank 3
1882,MBL INFRASTRUCTURES LIMITED,Rank 3
1883,SVARNIM TRADE UDYOG LIMITED,Rank 3
1884,INNOVATORS FACADE SYSTEMS LIMITED,Rank 3
1885,CREATIVE CASTINGS LIMITED,Rank 3
1886,TEJNAKSH HEALTHCARE LIMITED,Rank 3
1887,ADVITIYA TRADE INDIA LIMITED,Rank 3
1888,INDIAN CARD CLOTHING LTD,Rank 3
1889,TALBROS ENGINEERING LIMITED,Rank 3
1890,TAINWALA CHEMICALS & PLASTICS LTD,Rank 3
1891,"RAJSHREE SUGARS & CHEMICALS LTD.,",Rank 3
1892,WEP SOLUTIONS LTD,Rank 3
1893,"RELIANCE CHEMOTEX INDUSTRIES LTD.,",Rank 3
1894,VENUS REMEDIES LTD.,Rank 3
1895,ARCHIES LTD.,Rank 3
1896,COUNTRY CLUB HOSPITALITY & HOLIDAYS LTD,Rank 3
1897,FIBERWEB (INDIA) LTD.,Rank 3
1898,NEXT MEDIAWORKS LTD,Rank 3
1899,TIGER LOGISTICS (INDIA) LIMITED,Rank 3
1900,ATHENA GLOBAL TECHNOLOGIES LIMITED,Rank 3
1901,SUMIT WOODS LTD.,Rank 3
1902,"ALFRED HERBERT (INDIA) LTD.,",Rank 3
1903,FRANKLIN LEASING AND FINANCE LIMITED,Rank 3
1904,CHEMCRUX ENTERPRISES LIMITED,Rank 3
1905,AAREY DRUGS & PHARMACEUTICALS LTD,Rank 3
1906,AFFORDABLE ROBOTIC & AUTOMATION LIMITED,Rank 3
1907,GOLDEN TOBACCO LTD.,Rank 3
1908,MATRA KAUSHAL ENTERPRISE LIMITED,Rank 3
1909,AUSOM ENTERPRISE LIMITED,Rank 3
1910,TITAN BIO-TECH LTD.,Rank 3
1911,OK PLAY INDIA LTD.,Rank 3
1912,"IVP LTD.,",Rank 3
1913,MITSHI INDIA LIMITED,Rank 3
1914,HIMALAYA FOOD INTERNATIONAL LIMITED,Rank 3
1915,DUCON INFRATECHNOLOGIES LIMITED,Rank 3
1916,R S SOFTWARE INDIA LTD.,Rank 3
1917,TRIO MERCANTILE & TRADING LIMITED,Rank 3
1918,THE GROB TEA COMPANY LTD.,Rank 3
1919,SHILCHAR TECHNOLOGIES LTD.,Rank 3
1920,THE WESTERN INDIA PLYWOODS LTD.,Rank 3
1921,VALECHA ENGINEERING LTD.,Rank 3
1922,CENTRAL PROVINCES RAILWAYS CO. LTD.,Rank 3
1923,"HIGH ENERGY BATTERIES (INDIA) LTD.,",Rank 3
1924,ATISHAY LIMITED,Rank 3
1925,HINDUSTAN TIN WORKS LTD.,Rank 3
1926,"WEIZMANN LIMITED.,",Rank 3
1927,ARO GRANITE INDUSTRIES LTD.,Rank 3
1928,"BHARAT GEARS LTD.,",Rank 3
1929,SOURCE NATURAL FOODS & HERBAL SUPPL LTD,Rank 3
1930,CRP RISK MANAGEMENT LIMITED,Rank 3
1931,ALKALI METALS LIMITED,Rank 3
1932,KISAN MOULDINGS LTD.,Rank 3
1933,GAURAV MERCANTILE LIMITED,Rank 3
1934,CHD CHEMICALS LIMITED,Rank 3
1935,SWAGRUHA INFRASTRUCTURE LTD.,Rank 3
1936,GOLDCREST CORPORATION LIMITED,Rank 3
1937,UNIVASTU INDIA LTD.,Rank 3
1938,RADHIKA JEWELTECH LIMITED,Rank 3
1939,NAGPUR POWER & INDUSTRIES LTD,Rank 3
1940,INDSIL HYDRO POWER AND MANGANESE LIMITED,Rank 3
1941,TASTY DAIRY SPECIALITIES LIMITED,Rank 3
1942,LOKESH MACHINES LIMITED,Rank 3
1943,MORARJEE TEXTILES LIMITED,Rank 3
1944,PRAJAY ENGINEERS SYNDICATE LTD.,Rank 3
1945,GALAXY BEARINGS LTD.,Rank 3
1946,CHORDIA FOOD PRODUCTS LTD,Rank 3
1947,PANCHMAHAL STEEL LTD.,Rank 3
1948,"SURYALATA SPINNING MILLS LTD.,",Rank 3
1949,CIAN HEALTHCARE LIMITED,Rank 3
1950,FCS SOFTWARE SOLUTIONS LTD.,Rank 3
1951,SATKAR FINLEASE LIMITED,Rank 3
1952,SHREEJI TRANSLOGISTICS LIMITED,Rank 3
1953,CHANDNI TEXTILES ENGINEERING IND. LTD,Rank 3
1954,ONE POINT ONE SOLUTIONS LTD.,Rank 3
1955,MAHALAXMI RUBTECH LTD.,Rank 3
1956,JIYA ECO-PRODUCTS LIMITED,Rank 3
1957,SAMBHAAV MEDIA LTD.,Rank 3
1958,RIBA TEXTILES LTD.,Rank 3
1959,RADHA MADHAV CORPORATION LTD.,Rank 3
1960,SMRUTHI ORGANICS LIMITED,Rank 3
1961,ALPA LABORATORIES LIMITED,Rank 3
1962,MYSTIC ELECTRONICS LIMITED,Rank 3
1963,ARYAMAN CAPITAL MARKETS LIMITED,Rank 3
1964,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,Rank 3
1965,RADFORD GLOBAL LIMITED,Rank 3
1966,DARSHAN ORNA LIMITED,Rank 3
1967,VITAN AGRO INDUSTRIES LIMITED,Rank 3
1968,SAGAR PRODUCTIONS LIMITED,Rank 3
1969,FUTURISTIC SOLUTIONS LTD.,Rank 3
1970,MERCURY LABORATORIES LIMITED,Rank 3
1971,STARTECK FINANCE LIMITED,Rank 3
1972,AMARJOTHI SPINNING MILLS LTD,Rank 3
1973,PUNJ LLOYD LTD,Rank 3
1974,RADHA MADHAV CORPORATION LTD.,Rank 3
1975,PIONEER INVESTCORP LTD,Rank 3
1976,PVP VENTURES LTD,Rank 3
1977,ISHAN DYES & CHEMICALS LTD.,Rank 3
1978,GAMMON INFRASTRUCTURE PROJECTS LIMITED,Rank 3
1979,SCANDENT IMAGING LIMITED,Rank 3
1980,DUNCAN ENGINEERING LIMITED,Rank 3
1981,ELNET TECHNOLOGIES LTD.,Rank 3
1982,SUNDARAM MULTI PAP LTD.,Rank 3
1983,"BRIGHT BROTHERS LTD.,",Rank 3
1984,MOBILE TELECOMMUNICATIONS LTD,Rank 3
1985,VEDAVAAG SYSTEMS LIMITED,Rank 3
1986,B & A LTD.,Rank 3
1987,NORTH EASTERN PUBLISHING AND ADVERTISING CO LTD,Rank 3
1988,SAUMYA CONSULTANTS LTD.,Rank 3
1989,EAST COAST STEEL LTD,Rank 3
1990,KAILASH AUTO FINANCE LTD,Rank 3
1991,SHARP INDIA LTD,Rank 3
1992,LOYAL EQUIPMENTS LIMITED,Rank 3
1993,VIRAT CRANE INDUSTRIES LTD,Rank 3
1994,LKP SECURITIES LIMITED,Rank 3
1995,STEEL CITY SECURITIES LTD.,Rank 3
1996,REMSONS INDUSTRIES LTD.,Rank 3
1997,MARG LTD,Rank 3
1998,B.A.G. FILMS & MEDIA LTD,Rank 3
1999,"ROLLATAINTERS LTD.,",Rank 3
2000,IRIS BUSINESS SERVICES LIMITED,Rank 3
2001,NEIL INDUSTRIES LTD.,Rank 3
2002,PRIME FRESH LIMITED,Rank 3
2003,PYXIS FINVEST LIMITED,Rank 3
2004,JOONKTOLLEE TEA & INDUSTRIES LIMITED,Rank 3
2005,GENNEX LABORATORIES LTD,Rank 3
2006,BDH INDUSTRIES LTD.,Rank 3
2007,HINDOOSTAN MILLS LTD.,Rank 3
2008,DHABRIYA POLYWOOD LIMITED,Rank 3
2009,"FLUIDOMAT LTD.,",Rank 3
2010,RAJA BAHADUR INTERNATIONAL LTD,Rank 3
2011,U. Y. FINCORP LIMITED,Rank 3
2012,SUNCARE TRADERS LIMITED,Rank 3
2013,"KINETIC ENGINEERING LTD.,",Rank 3
2014,ALMONDZ GLOBAL SECURITIES LIMITED,Rank 3
2015,GARDEN SILK MILLS LTD.,Rank 3
2016,LANCER CONTAINER LINES LIMITED,Rank 3
2017,HINDUSTAN ADHESIVES LTD.,Rank 3
2018,NILA SPACES LTD,Rank 3
2019,JUPITER INFOMEDIA LIMITED,Rank 3
2020,TAMBOLI CAPITAL LIMITED,Rank 3
2021,LADDERUP FINANCE LTD.,Rank 3
2022,"DCM LTD.,",Rank 3
2023,INDO US BIO-TECH LIMITED,Rank 3
2024,MACHINO PLASTICS LTD,Rank 3
2025,NITIN CASTINGS LIMITED,Rank 3
2026,KSS LIMITED,Rank 3
2027,"APM INDUSTRIES LTD.,",Rank 3
2028,KGN INDUSTRIES LTD.,Rank 3
2029,DIVYASHAKTI GRANITES LTD.,Rank 3
2030,BEDMUTHA INDUSTRIES LIMITED,Rank 3
2031,AGRO PHOS INDIA LTD.,Rank 3
2032,ZENITH CAPITALS LTD.,Rank 3
2033,G G ENGINEERING LIMITED,Rank 3
2034,VIVO BIO TECH LTD.,Rank 3
2035,D.S.KULKARNI DEVELOPERS LTD,Rank 3
2036,TRIDENT TEXOFAB LIMITED,Rank 3
2037,INTEGRA TELECOMMUNICATION & SOFTWARE LIMITED,Rank 3
2038,VIJAY TEXTILES LTD.,Rank 3
2039,AARVI ENCON LTD.,Rank 3
2040,NORTHERN SPIRITS LIMITED,Rank 3
2041,ASPIRA PATHLAB & DIAGNOSTICS LIMITED,Rank 3
2042,GCCL INFRASTRUCTURE & PROJECTS LTD.,Rank 3
2043,PURBANCHAL PRESTRESSED LIMITED,Rank 3
2044,ASM TECHNOLOGIES LTD.,Rank 3
2045,ARSS INFRASTRUCTURE PROJECTS LIMITED,Rank 3
2046,NARAYANI STEELS LIMITED,Rank 3
2047,MARBLE FINVEST LIMITED,Rank 3
2048,OCL IRON AND STEEL LIMITED,Rank 3
2049,L. P. NAVAL AND ENGINEERING LIMITED,Rank 3
2050,CINEVISTA LIMITED,Rank 3
2051,PATDIAM JEWELLERY LIMITED,Rank 3
2052,SURANA SOLAR LIMITED,Rank 3
2053,SIMMONDS-MARSHALL LTD,Rank 3
2054,KG PETROCHEM LTD.,Rank 3
2055,GUJARAT HOTELS LTD.,Rank 3
2056,DOLFIN RUBBERS LIMITED,Rank 3
2057,VAMA INDUSTRIES LIMITED,Rank 3
2058,"BINAYAK TEX PROCESSORS  LTD.,",Rank 3
2059,SHARON BIO-MEDICINE LTD.,Rank 3
2060,SHRI KESHAV CEMENTS AND INFRA LIMITED,Rank 3
2061,MAAN ALUMINIUM LIMITED,Rank 3
2062,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LTD.,Rank 3
2063,SURAT TEXTILE MILLS LTD,Rank 3
2064,LANDMARC LEISURE CORPORATION LTD.,Rank 3
2065,EARUM PHARMACEUTICALS LIMITED,Rank 3
2066,IMAGICAAWORLD ENTERTAINMENT LIMITED,Rank 3
2067,VEGETABLE PRODUCTS LIMITED.,Rank 3
2068,APM FINVEST LIMITED,Rank 3
2069,SUPREME INFRASTRUCTURE INDIA LIMITED,Rank 3
2070,AIKYAM INTELLECTUAL PROPERTY CONSULTANCY LIMITED,Rank 3
2071,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,Rank 3
2072,VISHAL BEARINGS LIMITED,Rank 3
2073,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LTD.,Rank 3
2074,LYKIS LIMITED,Rank 3
2075,CHANDRA BHAGAT PHARMA LIMITED,Rank 3
2076,KWALITY PHARMACEUTICALS LIMITED,Rank 3
2077,"BOMBAY POTTERIES & TILES LTD.,",Rank 3
2078,BIRLA PRECISION TECHNOLOGIES LTD,Rank 3
2079,ETT LIMITED,Rank 3
2080,WINSOME TEXTILE INDUSTRIES LTD,Rank 3
2081,INTERNATIONAL COMBUSTION (INDIA) LT,Rank 3
2082,CHL LIMITED,Rank 3
2083,DEVHARI EXPORTS (INDIA) LIMITED,Rank 3
2084,T & I GLOBAL LTD.,Rank 3
2085,PINCON SPIRIT LIMITED,Rank 3
2086,MEDICO REMEDIES LIMITED,Rank 3
2087,TRANSCORP INTERNATIONAL LTD.,Rank 3
2088,TEXMO PIPES AND PRODUCTS LIMITED,Rank 3
2089,UNIVERSAL AUTOFOUNDRY LIMITED,Rank 3
2090,MOHINDRA FASTENERS LIMITED,Rank 3
2091,RODIUM REALTY LIMITED,Rank 3
2092,SPML INFRA LIMITED,Rank 3
2093,MODI NATURALS LIMITED,Rank 3
2094,DB(INTERNATIONAL)STOCK BROKERS LTD,Rank 3
2095,INDIAN SUCROSE LTD.,Rank 3
2096,COSCO (INDIA) LTD.,Rank 3
2097,"SVARAJ TRADING & AGENCIES LTD.,",Rank 3
2098,SHASHIJIT INFRAPROJECTS LIMITED,Rank 3
2099,SHREE KRISHNA PAPER MILLS & INDUSTR,Rank 3
2100,MASTER TRUST LTD.,Rank 3
2101,"HARIG CRANKSHAFTS LTD.,",Rank 3
2102,RDB REALTY & INFRASTRUCTURE LIMITED,Rank 3
2103,TARMAT LIMITED,Rank 3
2104,DHRUV CONSULTANCY SERVICES LIMITED,Rank 3
2105,MANAKSIA ALUMINIUM COMPANY LTD,Rank 3
2106,SHILP GRAVURES LTD.,Rank 3
2107,CHARTERED LOGISTICS LTD,Rank 3
2108,ANMOL INDIA LIMITED,Rank 3
2109,MANUGRAPH INDIA LTD,Rank 3
2110,"JAYSYNTH DYESTUFF (INDIA) LTD.,",Rank 3
2111,PARSHVA ENTERPRISES LIMITED,Rank 3
2112,PRANAVADITYA SPG MILLS LTD.,Rank 3
2113,ADITYA CONSUMER MARKETING LIMITED,Rank 3
2114,JANUS CORPORATION LIMITED,Rank 3
2115,"PRECISION ELECTRONICS LTD.,",Rank 3
2116,GANGES SECURITIES LTD.,Rank 3
2117,INDOSOLAR LIMITED,Rank 3
2118,"WINRO COMMERCIAL (INDIA) LTD.,",Rank 3
2119,HISAR METAL INDUSTRIES LTD.,Rank 3
2120,IVRCL LTD,Rank 3
2121,HIM TEKNOFORGE LIMITED,Rank 3
2122,EASTERN GASES LTD.,Rank 3
2123,PACIFIC INDUSTRIES LTD.,Rank 3
2124,"BASANT AGRO-TECH (INDIA) LTD.,",Rank 3
2125,NUTRAPLUS INDIA LIMITED,Rank 3
2126,PRECOT MERIDIAN LTD.,Rank 3
2127,ISL CONSULTING LTD,Rank 3
2128,JASCH INDUSTRIES LTD.,Rank 3
2129,LINKSON INTERNATIONAL LIMITED,Rank 3
2130,"IP RINGS LTD.,",Rank 3
2131,NATURAL CAPSULES LTD.,Rank 3
2132,PATEL INTEGRATED LOGISTICS LTD,Rank 3
2133,ARMAN HOLDINGS LIMITED,Rank 3
2134,VARIMAN GLOBAL ENTERPRISES LIMITED,Rank 3
2135,CES LIMITED,Rank 3
2136,SBC EXPORTS LIMITED,Rank 3
2137,SURYALAKSHMI COTTON MILLS LTD.,Rank 3
2138,JAGADISHWAR PHARMACEUTICALS WORKS LIMITED,Rank 3
2139,SAL AUTOMOTIVE LIMITED,Rank 3
2140,GYSCOAL ALLOYS LIMITED,Rank 3
2141,ADTECH SYSTEMS LIMITED,Rank 3
2142,ERP SOFT SYSTEMS LTD.,Rank 3
2143,ASHIKA CREDIT CAPITAL LIMITED,Rank 3
2144,K&R RAIL ENGINEERING LIMITED,Rank 3
2145,"KESAR ENTERPRISES LTD.,",Rank 3
2146,OCTAWARE TECHNOLOGIES LIMITED,Rank 3
2147,SRS REAL INFRASTRUCTURE LTD.,Rank 3
2148,ABC INDIA LTD.,Rank 3
2149,RGF CAPITAL MARKETS LIMITED,Rank 3
2150,MCDOWELL HOLDINGS LIMITED,Rank 3
2151,KESAR TERMINALS & INFRASTRUCTURE LIMITED,Rank 3
2152,LEHAR FOOTWEARS LIMITED,Rank 3
2153,STANROSE MAFATLAL INVESTMENTS & FIN,Rank 3
2154,HKG LIMITED,Rank 3
2155,MEGASOFT LTD.,Rank 3
2156,KOHINOOR FOODS LTD,Rank 3
2157,LA TIM METAL & INDUSTRIES LIMITED,Rank 3
2158,SHANKAR LAL RAMPAL DYE-CHEM LIMITED,Rank 3
2159,DIGICONTENT LIMITED,Rank 3
2160,RADHE DEVELOPERS (INDIA) LTD.,Rank 3
2161,INDBANK MERCHANT BANKING SERVICES L,Rank 3
2162,UTL INDUSTRIES LIMITED,Rank 3
2163,OZONE WORLD LIMITED,Rank 3
2164,GREYCELLS EDUCATION LIMITED,Rank 3
2165,KEERTHI INDUSTRIES LTD,Rank 3
2166,BLUE CLOUD SOFTECH SOLUTIONS LIMITED,Rank 3
2167,TERAI TEA CO. LTD.,Rank 3
2168,JEEVAN SCIENTIFIC TECHNOLOGY LIMITED,Rank 3
2169,"BOMBAY CYCLE & MOTOR AGENCY LTD.,",Rank 3
2170,SHALIBHADRA FINANCE LTD.,Rank 3
2171,APEX CAPITAL AND FINANCE LIMITED,Rank 3
2172,CEEJAY FINANCE LIMITED,Rank 3
2173,ADVENTZ SECURITIES ENTERPRISES LIMITED,Rank 3
2174,BHILAI ENGINEERING CORPORATION LTD,Rank 3
2175,BHILWARA TECHNICAL TEXTILES LIMITED,Rank 3
2176,RISHIROOP LIMITED,Rank 3
2177,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD,Rank 3
2178,SALONA COTSPIN LTD.,Rank 3
2179,INDIA FINSEC LIMITED,Rank 3
2180,KRATOS ENERGY & INFRASTRUCTURE LIMITED,Rank 3
2181,TANVI FOODS (INDIA) LIMITED,Rank 3
2182,TAYO ROLLS LTD.,Rank 3
2183,APOORVA LEASING FINANCE & INVESTMENT COMPANY LIMITED,Rank 3
2184,KARNAVATI FINANCE LIMITED,Rank 3
2185,POLYSPIN EXPORTS LIMITED,Rank 3
2186,FRONTLINE SECURITIES LTD.,Rank 3
2187,ACCEL LIMITED,Rank 3
2188,"GRANDMA TRADING & AGENCIES LTD.,",Rank 3
2189,"MYSORE PETRO CHEMICALS LTD.,",Rank 3
2190,"DELTON CABLES LTD.,",Rank 3
2191,REAL ECO-ENERGY LIMITED,Rank 3
2192,ADITYA VISION LIMITED,Rank 3
2193,SONAL MERCANTILE LIMITED,Rank 3
2194,LAHOTI OVERSEAS LTD.,Rank 3
2195,FACOR ALLOYS LIMITED,Rank 3
2196,RASOYA PROTEINS LTD.,Rank 3
2197,AMD INDUSTRIES LTD,Rank 3
2198,KARUTURI GLOBAL LIMITED,Rank 3
2199,NORTH EASTERN CARRYING CORPORATION LIMITED,Rank 3
2200,SHREE RAMA MULTI-TECH LTD.,Rank 3
2201,NTC INDUSTRIES LIMITED,Rank 3
2202,SYLPH EDUCATION SOLUTIONS LIMITED,Rank 3
2203,RASANDIK ENGG. INDUSTRIES INDIA LTD,Rank 3
2204,TRANS FINANCIAL RESOURCES LTD,Rank 3
2205,ATLAS CYCLES (HARYANA) LTD.,Rank 3
2206,GUJARAT INTRUX LIMITED,Rank 3
2207,EVANS ELECTRIC LIMITED,Rank 3
2208,KANANI INDUSTRIES LTD,Rank 3
2209,SACHETA METALS LTD.,Rank 3
2210,KAMADGIRI FASHION LIMITED,Rank 3
2211,VEERAM SECURITIES LIMITED,Rank 3
2212,"BSL LTD.,",Rank 3
2213,"AARVEE DENIMS & EXPORTS LTD.,",Rank 3
2214,KEYNOTE FINANCIAL SERVICES LIMITED,Rank 3
2215,KANISHK STEEL INDUSTRIES LTD,Rank 3
2216,ECOPLAST LTD.,Rank 3
2217,RSD FINANCE LIMITED,Rank 3
2218,"SWADESHI POLYTEX LTD.,",Rank 3
2219,LOGIC INFOTECH LIMITED,Rank 3
2220,TERA SOFTWARE LTD.,Rank 3
2221,BHAGWATI AUTOCAST LIMITED,Rank 3
2222,ELEGANT MARBLES & GRANI INDUSTRIES,Rank 3
2223,STAR DELTA TRANSFORMERS LIMITED,Rank 3
2224,BHANDERI INFRACON LIMITED,Rank 3
2225,PREMCO GLOBAL LTD.,Rank 3
2226,NATIONAL FITTINGS LIMITED,Rank 3
2227,SHIRPUR GOLD REFINERY LTD.,Rank 3
2228,"G.V. FILMS  LTD.,",Rank 3
2229,"W.H. BRADY & CO. LTD.,",Rank 3
2230,REXNORD ELECTRONICS & CONTROLS LTD.,Rank 3
2231,IZMO LIMITED,Rank 3
2232,ENERGY DEVELOPMENT COMPANY LTD.,Rank 3
2233,KALLAM TEXTILES LTD,Rank 3
2234,NETTLINX LTD.,Rank 3
2235,SIMBHAOLI SUGARS LTD,Rank 3
2236,STEPHANOTIS FINANCE LIMITED,Rank 3
2237,BHEEMA CEMENTS LIMITED,Rank 3
2238,AURO LABORATORIES LTD.,Rank 3
2239,GKB OPHTHALMICS LTD.,Rank 3
2240,HELPAGE FINLEASE LTD.,Rank 3
2241,THE DELHI SAFE DEPOSIT COMPANY LIMITED,Rank 3
2242,IND RENEWABLE ENERGY LTD,Rank 3
2243,SM AUTO STAMPING LIMITED,Rank 3
